Unnamed: 0,Id,Question,Answer,Short Answer,Depiction,CulturalProperty,CulturalProperty Class
1027517,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1014584/ICCD10467830_DISPACFP_IN_756.jpg,https://w3id.org/arco/resource/PhotographicHeritage/1500819991,PhotographicHeritage
1027518,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1014584/ICCD10468424_DISPACFP_IN_564.jpg,https://w3id.org/arco/resource/PhotographicHeritage/1500820110,PhotographicHeritage
1027519,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1014524/ICCD10469711_DISPACFP_IN_366.jpg,https://w3id.org/arco/resource/PhotographicHeritage/1500819019,PhotographicHeritage
1027520,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1014524/ICCD10470130_DISPACFP_IN_500.jpg,https://w3id.org/arco/resource/PhotographicHeritage/1500819299,PhotographicHeritage
1027521,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1023190/ICCD11928197_UCAMSAE00162.jpg,https://w3id.org/arco/resource/PhotographicHeritage/2000219442,PhotographicHeritage
1027522,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1023190/ICCD11928207_UCAMSAE00164.jpg,https://w3id.org/arco/resource/PhotographicHeritage/2000219444,PhotographicHeritage
1027523,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1023190/ICCD11928211_UCAMSAE00165.jpg,https://w3id.org/arco/resource/PhotographicHeritage/2000219445,PhotographicHeritage
1027524,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007125/ICCD5756374_6595.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0900559962,PhotographicHeritage
1027525,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007125/ICCD5756394_6607.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0900559972,PhotographicHeritage
1027526,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007125/ICCD5756378_6597.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0900559964,PhotographicHeritage
1027527,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2237023_00156226.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100168561,PhotographicHeritage
1027528,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2237029_00156234.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100168564,PhotographicHeritage
1027529,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2237035_00156207.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100168567,PhotographicHeritage
1027530,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1014524/ICCD10469707_DISPACFP_IN_365.jpg,https://w3id.org/arco/resource/PhotographicHeritage/1500818913,PhotographicHeritage
1027531,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1014524/ICCD10469715_DISPACFP_IN_375.jpg,https://w3id.org/arco/resource/PhotographicHeritage/1500818967,PhotographicHeritage
1027532,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1005566/ICCD10708362_P_000003.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800265618,PhotographicHeritage
1027533,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1010085/ICCD10239033_FP_ED_NE_512.jpg,https://w3id.org/arco/resource/PhotographicHeritage/1500818209,PhotographicHeritage
1027534,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD5516463_00236969.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800392503,PhotographicHeritage
1027535,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2237018_00156249.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100168558,PhotographicHeritage
1027536,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2237043_00156212.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100168571,PhotographicHeritage
1027537,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007125/ICCD5756370_6593.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0900559960,PhotographicHeritage
1027538,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007125/ICCD5756034_5947f.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0900559786,PhotographicHeritage
1027539,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007111/ICCD8595952_00133414.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800430857,PhotographicHeritage
1027540,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007111/ICCD8589282_00133224.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800430887,PhotographicHeritage
1027541,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007111/ICCD8596016_00133230.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800430892,PhotographicHeritage
1027542,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007111/ICCD8589288_00133231.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800430894,PhotographicHeritage
1027543,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007125/ICCD5756036_5948f.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0900559787,PhotographicHeritage
1027544,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8353442_00250742.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800418539,PhotographicHeritage
1027545,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8353514_00250778.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800418574,PhotographicHeritage
1027546,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8353544_00250793.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800418587,PhotographicHeritage
1027547,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1023190/ICCD11928190_UCAMSAE00160.jpg,https://w3id.org/arco/resource/PhotographicHeritage/2000219440,PhotographicHeritage
1027548,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1023190/ICCD11928204_UCAMSAE00163.jpg,https://w3id.org/arco/resource/PhotographicHeritage/2000219443,PhotographicHeritage
1027549,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2237025_00156228.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100168562,PhotographicHeritage
1027550,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2237047_00156241.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100168573,PhotographicHeritage
1027551,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1039018/ICCD13577911_D00197804.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0300197804,PhotographicHeritage
1027552,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1014524/ICCD10468790_FP_IN_75.jpg,https://w3id.org/arco/resource/PhotographicHeritage/1500819085,PhotographicHeritage
1027553,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD5516451_00236963.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800392497,PhotographicHeritage
1027554,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1014524/ICCD10469116_DISPACFP_IN_183.jpg,https://w3id.org/arco/resource/PhotographicHeritage/1500819132,PhotographicHeritage
1027555,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1014584/ICCD10468422_DISPACFP_IN_563.jpg,https://w3id.org/arco/resource/PhotographicHeritage/1500820109,PhotographicHeritage
1027556,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1014584/ICCD10468426_DISPACFP_IN_565.jpg,https://w3id.org/arco/resource/PhotographicHeritage/1500820135,PhotographicHeritage
1027557,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8378208_FAV00016.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800417997,PhotographicHeritage
1027558,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8378210_FAV00017.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800417998,PhotographicHeritage
1027559,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2237016_00156210.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100168557,PhotographicHeritage
1027560,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2237020_00156219.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100168559,PhotographicHeritage
1027561,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2237031_00156235.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100168565,PhotographicHeritage
1027562,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2237037_00156209.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100168568,PhotographicHeritage
1027563,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD5516473_00236974.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800392508,PhotographicHeritage
1027564,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1005566/ICCD10702535_P_000001.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800265616,PhotographicHeritage
1027565,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1005566/ICCD10713110_P_000002.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800265617,PhotographicHeritage
1027566,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1005566/ICCD10708372_P_000007.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800265622,PhotographicHeritage
1027567,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1005566/ICCD10708366_P_000005.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800265620,PhotographicHeritage
1027568,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2237020_00156219.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100168560,PhotographicHeritage
1027569,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2237045_00156214.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100168572,PhotographicHeritage
1027570,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1005566/ICCD10708305_P_000006.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800265621,PhotographicHeritage
1027571,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2237053_00156223.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100168576,PhotographicHeritage
1027572,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2237039_00156211.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100168569,PhotographicHeritage
1027573,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2237051_00156221.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100168575,PhotographicHeritage
1027574,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2237033_00156236.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100168566,PhotographicHeritage
1027575,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007111/ICCD8595899_00133382.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800430820,PhotographicHeritage
1027576,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007111/ICCD8595901_00133383.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800430822,PhotographicHeritage
1027577,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007111/ICCD8596006_00133223.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800430885,PhotographicHeritage
1027578,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007111/ICCD8596010_00133225.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800430889,PhotographicHeritage
1027579,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007111/ICCD8596020_00133232.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800430896,PhotographicHeritage
1027580,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007125/ICCD2563655_sbaaas_pi_90885.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0900408532,PhotographicHeritage
1027581,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2237027_00156231.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100168563,PhotographicHeritage
1027582,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1010085/ICCD10233651_FP_ED_NE_499.jpg,https://w3id.org/arco/resource/PhotographicHeritage/1500818196,PhotographicHeritage
1027583,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007125/ICCD5756372_6594.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0900559961,PhotographicHeritage
1027584,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007125/ICCD5756032_5946f.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0900559785,PhotographicHeritage
1027585,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8353436_00250739.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800418536,PhotographicHeritage
1027586,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8353438_00250740.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800418537,PhotographicHeritage
1027587,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8353522_00250782.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800418578,PhotographicHeritage
1027588,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8353526_00250784.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800418580,PhotographicHeritage
1027589,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8353552_00250797.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800418591,PhotographicHeritage
1027590,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8353562_00250802.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800418596,PhotographicHeritage
1027591,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8353578_00250809.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800418602,PhotographicHeritage
1027592,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD8354437_00252157.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800458966,PhotographicHeritage
1027593,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007125/ICCD5756146_6617.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0900559844,PhotographicHeritage
1027594,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007125/ICCD5755671_5849f.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0900559602,PhotographicHeritage
1027595,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD5516477_00236976.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800392510,PhotographicHeritage
1027596,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1010085/ICCD10233654_FP_ED_NE_500.jpg,https://w3id.org/arco/resource/PhotographicHeritage/1500818197,PhotographicHeritage
1027597,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1023190/ICCD11928219_UCAMSAE00166.jpg,https://w3id.org/arco/resource/PhotographicHeritage/2000219446,PhotographicHeritage
1027598,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1023190/ICCD11928223_UCAMSAE00167.jpg,https://w3id.org/arco/resource/PhotographicHeritage/2000219447,PhotographicHeritage
1027599,BLACKANDWHITE,Is it black and white or colored?,The cultural asset is black and white.,Black and white,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1010085/ICCD10239051_FP_ED_NE_516.jpg,https://w3id.org/arco/resource/PhotographicHeritage/1500818213,PhotographicHeritage
